,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
2315,1,strict_14_with_grace_period,0,Apartment,Private room,3.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6591,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
951,0,strict_14_with_grace_period,0,House,Entire home/apt,5.0,2.0,2.0,3.0,91.0,region 350.0-400.0
126,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
967,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
6689,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
3444,0,flexible,0,House,Private room,2.0,1.0,2.0,2.0,98.0,region 150.0-200.0
1603,1,moderate,0,House,Private room,4.0,1.0,1.0,2.0,98.0,region 150.0-200.0
665,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,4.0,100.0,Others
5887,1,strict_14_with_grace_period,0,Condominium,Private room,3.0,1.0,1.0,3.0,97.0,region 100.0-150.0
3933,0,flexible,0,House,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 250.0-300.0
3520,0,moderate,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,92.0,region 200.0-250.0
1438,0,moderate,1,Hotel,Private room,2.0,1.0,1.0,1.0,88.0,region 50.0-100.0
1332,0,strict_14_with_grace_period,0,Serviced apartment,Entire home/apt,4.0,1.0,2.0,2.0,92.0,region 200.0-250.0
2570,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5129,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6091,0,moderate,0,Condominium,Entire home/apt,4.0,1.0,1.0,1.0,93.0,region 200.0-250.0
4298,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 150.0-200.0
2829,0,moderate,0,House,Entire home/apt,9.0,1.0,3.0,4.0,91.0,region 250.0-300.0
2048,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,99.0,region 150.0-200.0
4812,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
1866,1,moderate,0,Others,Entire home/apt,3.0,1.0,1.0,1.0,97.0,region 100.0-150.0
6459,0,flexible,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 250.0-300.0
758,1,moderate,0,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,97.0,region 150.0-200.0
14,1,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3280,0,moderate,1,Apartment,Shared room,8.0,2.0,1.0,8.0,89.0,region 0.0-50.0
5226,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,100.0,Others
813,1,moderate,1,Apartment,Entire home/apt,5.0,1.0,1.0,1.0,97.0,region 150.0-200.0
3502,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
796,1,moderate,1,House,Entire home/apt,7.0,1.0,3.0,4.0,93.0,region 300.0-350.0
2242,0,moderate,0,House,Private room,4.0,1.0,1.0,1.0,96.0,region 50.0-100.0
5814,1,moderate,0,Condominium,Private room,3.0,1.0,1.0,2.0,99.0,region 100.0-150.0
6768,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
7040,0,flexible,1,Apartment,Private room,1.0,2.0,1.0,1.0,98.0,region 50.0-100.0
5260,0,moderate,1,Others,Private room,6.0,1.0,2.0,5.0,96.0,region 250.0-300.0
4339,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
6151,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,98.0,region 300.0-350.0
5964,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 200.0-250.0
6404,0,flexible,1,Condominium,Private room,1.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3101,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,99.0,region 400.0-450.0
5755,0,moderate,1,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,94.0,region 100.0-150.0
5717,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,0.0,2.0,100.0,region 50.0-100.0
7057,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
5212,1,moderate,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 150.0-200.0
5992,0,strict_14_with_grace_period,1,House,Private room,2.0,2.0,1.0,1.0,91.0,region 0.0-50.0
6761,1,flexible,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 250.0-300.0
8,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,96.0,region 250.0-300.0
4406,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 200.0-250.0
5891,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,1.0,1.0,0.0,1.0,95.0,region 150.0-200.0
6112,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
3549,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,0.0,93.0,region 100.0-150.0
2357,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 100.0-150.0
6759,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,98.0,region 150.0-200.0
6870,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,2.0,3.0,98.0,region 350.0-400.0
2732,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,96.0,region 200.0-250.0
3576,1,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
5926,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 250.0-300.0
3426,0,moderate,0,House,Shared room,4.0,3.0,1.0,4.0,90.0,region 0.0-50.0
2785,1,strict_14_with_grace_period,0,House,Entire home/apt,5.0,1.0,2.0,3.0,100.0,region 150.0-200.0
3948,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
990,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 150.0-200.0
6683,0,flexible,0,House,Shared room,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
4133,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,50.0,region 0.0-50.0
6838,1,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
5612,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6,1,strict_14_with_grace_period,1,Condominium,Private room,3.0,1.0,1.0,2.0,98.0,region 100.0-150.0
4853,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 100.0-150.0
4685,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
5073,1,strict_14_with_grace_period,0,House,Private room,6.0,2.0,2.0,3.0,99.0,region 200.0-250.0
3274,0,flexible,0,Condominium,Private room,2.0,2.0,1.0,1.0,100.0,region 150.0-200.0
4307,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,20.0,region 150.0-200.0
176,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 200.0-250.0
6770,0,flexible,1,Condominium,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 50.0-100.0
2044,1,super_strict_30,0,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,100.0,region 200.0-250.0
6128,0,flexible,1,House,Entire home/apt,4.0,1.0,3.0,2.0,90.0,region 350.0-400.0
2290,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,4.0,100.0,Others
104,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,2.0,1.0,1.0,94.0,region 50.0-100.0
5207,1,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,90.0,region 200.0-250.0
5351,0,flexible,0,Condominium,Entire home/apt,6.0,2.0,2.0,3.0,98.0,region 250.0-300.0
4898,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,2.0,100.0,region 50.0-100.0
2543,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
3649,0,flexible,1,House,Private room,3.0,1.0,2.0,2.0,100.0,region 150.0-200.0
2792,0,strict_14_with_grace_period,1,Others,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
404,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,2.0,2.0,100.0,region 250.0-300.0
2770,0,flexible,0,Serviced apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4684,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
2625,0,flexible,1,House,Private room,1.0,1.0,1.0,1.0,100.0,region 0.0-50.0
1488,0,strict_14_with_grace_period,0,Townhouse,Private room,1.0,1.0,1.0,1.0,97.0,region 50.0-100.0
7132,0,flexible,1,Condominium,Entire home/apt,6.0,1.0,3.0,4.0,98.0,region 400.0-450.0
1419,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,2.0,3.0,4.0,95.0,region 300.0-350.0
3102,0,moderate,1,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,100.0,region 200.0-250.0
6344,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4079,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
2368,0,flexible,0,House,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3857,0,flexible,0,House,Private room,3.0,1.0,1.0,2.0,93.0,region 50.0-100.0
2029,0,strict_14_with_grace_period,0,House,Entire home/apt,10.0,1.0,5.0,10.0,87.0,region 450.0-500.0
6137,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4290,1,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
5551,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2549,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1035,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
3116,0,moderate,0,Apartment,Shared room,1.0,1.0,1.0,1.0,93.0,region 0.0-50.0
6881,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1850,0,moderate,0,Condominium,Entire home/apt,6.0,1.0,3.0,4.0,93.0,region 300.0-350.0
6021,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2954,0,strict_14_with_grace_period,0,Others,Entire home/apt,2.0,1.0,0.0,1.0,97.0,region 250.0-300.0
1688,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5499,1,strict_14_with_grace_period,0,Boutique hotel,Private room,2.0,1.0,0.0,1.0,94.0,region 100.0-150.0
6013,0,flexible,1,Others,Private room,2.0,1.0,1.0,1.0,100.0,region 250.0-300.0
65,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,89.0,region 200.0-250.0
3978,0,moderate,0,Condominium,Private room,2.0,0.0,1.0,1.0,100.0,region 50.0-100.0
6774,0,moderate,0,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,100.0,Others
3368,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
4976,1,strict_14_with_grace_period,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
232,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 0.0-50.0
2912,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,2.0,4.0,90.0,region 150.0-200.0
1095,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,97.0,region 300.0-350.0
4383,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,3.0,2.0,90.0,region 300.0-350.0
41,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
2198,1,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,100.0,region 150.0-200.0
7038,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
6684,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6140,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,97.0,region 150.0-200.0
1515,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 200.0-250.0
6181,0,flexible,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 350.0-400.0
1732,0,flexible,0,Others,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 250.0-300.0
2833,0,strict_14_with_grace_period,0,Apartment,Shared room,2.0,1.0,1.0,1.0,92.0,region 200.0-250.0
4333,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,96.0,region 100.0-150.0
2374,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1586,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1437,1,moderate,0,Apartment,Private room,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
6925,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3529,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,4.0,93.0,region 150.0-200.0
3380,0,flexible,1,House,Private room,2.0,1.0,1.0,2.0,96.0,region 50.0-100.0
5944,1,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
3745,1,flexible,0,House,Private room,1.0,1.0,1.0,1.0,96.0,region 50.0-100.0
6953,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,2.0,2.0,2.0,98.0,region 250.0-300.0
3138,0,moderate,0,House,Entire home/apt,8.0,1.0,4.0,4.0,100.0,Others
6484,0,flexible,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 200.0-250.0
6659,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
59,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
1767,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,96.0,region 50.0-100.0
3669,1,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1403,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,91.0,region 150.0-200.0
6638,1,flexible,1,House,Private room,3.0,1.0,1.0,2.0,100.0,region 50.0-100.0
5097,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 100.0-150.0
4352,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,60.0,region 50.0-100.0
5413,1,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,99.0,region 200.0-250.0
6078,0,flexible,1,Others,Entire home/apt,2.0,1.0,2.0,1.0,86.0,region 50.0-100.0
833,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
751,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
1329,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,94.0,region 100.0-150.0
6685,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6973,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,98.0,region 100.0-150.0
3199,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
3142,1,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
6625,0,flexible,1,House,Entire home/apt,6.0,2.0,3.0,4.0,87.0,Others
615,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,2.0,2.0,100.0,Others
6138,1,moderate,0,Condominium,Entire home/apt,4.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1388,0,flexible,0,Others,Private room,2.0,0.0,1.0,1.0,92.0,region 50.0-100.0
5587,0,flexible,0,Serviced apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 150.0-200.0
3033,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 450.0-500.0
4027,1,moderate,1,House,Entire home/apt,15.0,1.0,4.0,8.0,100.0,region 250.0-300.0
5651,1,moderate,0,House,Private room,3.0,1.0,1.0,2.0,100.0,region 50.0-100.0
4696,0,strict_14_with_grace_period,0,House,Entire home/apt,5.0,3.0,3.0,2.0,100.0,Others
66,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
5969,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,Others
6090,0,strict_14_with_grace_period,1,Others,Private room,2.0,1.0,1.0,2.0,90.0,region 50.0-100.0
2875,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,3.0,3.0,97.0,region 350.0-400.0
2874,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,95.0,region 300.0-350.0
1727,0,moderate,0,Condominium,Entire home/apt,6.0,1.0,2.0,4.0,90.0,region 300.0-350.0
4452,0,moderate,0,Townhouse,Entire home/apt,4.0,1.0,2.0,2.0,91.0,region 150.0-200.0
6390,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
5552,1,moderate,0,Apartment,Entire home/apt,2.0,2.0,1.0,1.0,100.0,region 150.0-200.0
6526,0,flexible,0,House,Private room,2.0,1.0,1.0,2.0,80.0,region 50.0-100.0
6044,0,moderate,0,House,Private room,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
5068,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,2.0,3.0,3.0,97.0,region 400.0-450.0
3453,0,strict_14_with_grace_period,0,Others,Private room,1.0,1.0,0.0,1.0,89.0,region 100.0-150.0
4697,0,moderate,1,House,Entire home/apt,8.0,3.0,3.0,5.0,100.0,Others
2041,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,1.0,0.0,96.0,region 150.0-200.0
4440,1,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 100.0-150.0
1464,1,moderate,1,House,Entire home/apt,3.0,1.0,1.0,2.0,99.0,region 150.0-200.0
3139,0,flexible,0,Guest suite,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6595,0,flexible,1,House,Shared room,1.0,1.0,1.0,1.0,100.0,region 0.0-50.0
6897,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
3508,1,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,99.0,region 50.0-100.0
308,1,flexible,1,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
730,0,moderate,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 300.0-350.0
5645,1,flexible,0,Apartment,Entire home/apt,6.0,1.0,2.0,2.0,100.0,region 200.0-250.0
6414,1,strict,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 150.0-200.0
2527,1,moderate,0,Others,Private room,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
769,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 200.0-250.0
2022,1,moderate,0,House,Entire home/apt,6.0,2.0,3.0,4.0,93.0,region 250.0-300.0
4387,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,80.0,region 50.0-100.0
3013,0,flexible,1,Serviced apartment,Entire home/apt,3.0,1.0,1.0,2.0,100.0,region 300.0-350.0
1729,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,2.0,5.0,94.0,region 200.0-250.0
4814,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3365,0,moderate,0,Apartment,Entire home/apt,5.0,2.0,2.0,5.0,95.0,region 200.0-250.0
4637,0,flexible,0,House,Private room,1.0,1.0,1.0,1.0,80.0,region 50.0-100.0
6337,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
216,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 300.0-350.0
5312,0,flexible,0,Hotel,Private room,4.0,1.0,1.0,1.0,98.0,region 300.0-350.0
6200,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
2738,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,8.0,1.0,3.0,3.0,80.0,region 150.0-200.0
633,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 250.0-300.0
173,1,flexible,1,Apartment,Private room,1.0,1.0,1.0,1.0,96.0,region 50.0-100.0
3396,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,93.0,region 50.0-100.0
389,1,strict_14_with_grace_period,0,Others,Entire home/apt,15.0,1.0,1.0,1.0,97.0,Others
5774,1,strict_14_with_grace_period,1,Others,Entire home/apt,2.0,1.0,0.0,1.0,99.0,region 150.0-200.0
6776,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 100.0-150.0
2134,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
400,0,moderate,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 150.0-200.0
4301,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,97.0,region 250.0-300.0
2474,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 100.0-150.0
1027,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,6.0,90.0,region 250.0-300.0
3471,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,Others
4832,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
1697,1,moderate,0,Condominium,Entire home/apt,3.0,1.0,2.0,2.0,99.0,region 200.0-250.0
3636,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
5362,1,moderate,1,Apartment,Private room,3.0,1.0,1.0,1.0,97.0,region 150.0-200.0
356,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
5514,0,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
1312,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,5.0,2.0,3.0,4.0,100.0,Others
2945,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
3493,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 200.0-250.0
1050,0,strict_14_with_grace_period,0,House,Entire home/apt,5.0,2.0,2.0,2.0,98.0,region 150.0-200.0
3096,1,flexible,1,Apartment,Entire home/apt,4.0,1.0,1.0,3.0,98.0,region 200.0-250.0
6423,0,flexible,0,House,Shared room,3.0,2.0,1.0,1.0,98.0,region 0.0-50.0
5223,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
3545,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
2294,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,93.0,region 50.0-100.0
200,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 100.0-150.0
5428,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,80.0,region 100.0-150.0
6152,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,1.0,98.0,region 100.0-150.0
1486,0,flexible,0,Others,Shared room,4.0,10.0,1.0,4.0,94.0,region 0.0-50.0
2397,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 250.0-300.0
4872,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,86.0,region 50.0-100.0
7109,0,flexible,1,House,Entire home/apt,8.0,1.0,4.0,4.0,98.0,region 400.0-450.0
1431,1,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 300.0-350.0
2202,0,moderate,1,Apartment,Private room,1.0,1.0,1.0,1.0,99.0,region 50.0-100.0
1865,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,4.0,98.0,region 400.0-450.0
4367,1,moderate,1,House,Entire home/apt,5.0,2.0,2.0,2.0,98.0,region 350.0-400.0
6349,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
7098,1,flexible,1,House,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 250.0-300.0
2251,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 450.0-500.0
1611,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,2.0,1.0,1.0,73.0,region 100.0-150.0
2648,1,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
2502,0,moderate,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,92.0,region 150.0-200.0
372,1,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,3.0,3.0,98.0,Others
806,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
7089,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
6022,0,flexible,1,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,98.0,region 100.0-150.0
2728,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,5.0,3.0,3.0,3.0,100.0,Others
3620,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,0.0,0.0,100.0,region 250.0-300.0
5778,1,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 0.0-50.0
