,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
2331,1,moderate,1,House,Entire home/apt,6.0,1.0,4.0,5.0,98.0,Others
3710,1,flexible,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 100.0-150.0
855,0,moderate,0,Others,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 300.0-350.0
6546,0,strict_14_with_grace_period,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,100.0,region 200.0-250.0
1800,0,moderate,0,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,92.0,region 150.0-200.0
2008,0,moderate,0,Townhouse,Entire home/apt,8.0,1.0,3.0,3.0,91.0,region 150.0-200.0
2960,0,moderate,0,Apartment,Private room,2.0,1.0,2.0,2.0,100.0,region 150.0-200.0
2551,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 150.0-200.0
7133,0,strict_14_with_grace_period,0,House,Entire home/apt,8.0,4.0,4.0,4.0,98.0,Others
1878,1,moderate,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 200.0-250.0
4738,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 150.0-200.0
3288,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
5390,0,flexible,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4562,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
4559,0,moderate,1,Guest suite,Entire home/apt,4.0,1.0,1.0,3.0,94.0,region 100.0-150.0
123,1,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,97.0,region 100.0-150.0
5483,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,90.0,region 50.0-100.0
728,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4645,0,flexible,0,House,Private room,1.0,1.0,1.0,1.0,91.0,region 50.0-100.0
972,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 200.0-250.0
2836,0,flexible,1,House,Entire home/apt,6.0,1.0,3.0,4.0,98.0,region 300.0-350.0
2838,0,strict_14_with_grace_period,1,House,Entire home/apt,3.0,1.0,0.0,1.0,96.0,region 150.0-200.0
6086,0,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,97.0,region 150.0-200.0
5293,1,moderate,0,Guest suite,Entire home/apt,8.0,2.0,3.0,5.0,98.0,region 250.0-300.0
2520,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1745,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,97.0,region 450.0-500.0
4363,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,97.0,region 250.0-300.0
3306,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,99.0,region 400.0-450.0
783,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 200.0-250.0
3707,1,moderate,1,Guest suite,Entire home/apt,3.0,1.0,2.0,2.0,98.0,region 200.0-250.0
5804,1,moderate,0,Condominium,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 200.0-250.0
435,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,94.0,region 350.0-400.0
4411,0,flexible,0,Others,Entire home/apt,6.0,2.0,3.0,3.0,98.0,Others
1923,0,flexible,0,Condominium,Private room,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
3316,1,moderate,0,House,Entire home/apt,5.0,1.0,3.0,3.0,100.0,region 200.0-250.0
689,0,moderate,1,House,Private room,1.0,1.0,1.0,1.0,96.0,region 0.0-50.0
1078,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
2489,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
535,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,94.0,region 200.0-250.0
1397,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,96.0,region 200.0-250.0
2407,0,moderate,1,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 150.0-200.0
782,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
5679,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
580,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 50.0-100.0
4599,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,2.0,90.0,region 50.0-100.0
1231,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
547,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
3377,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,90.0,region 100.0-150.0
3706,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 200.0-250.0
2235,0,flexible,1,Serviced apartment,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 150.0-200.0
4779,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
2889,0,moderate,0,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,98.0,Others
664,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,2.0,4.0,100.0,region 200.0-250.0
6430,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 250.0-300.0
5401,0,strict_14_with_grace_period,1,House,Entire home/apt,8.0,2.0,5.0,5.0,100.0,region 250.0-300.0
6695,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5714,0,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,4.0,3.0,98.0,Others
2205,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1118,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,2.0,4.0,90.0,region 250.0-300.0
3890,1,flexible,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 200.0-250.0
550,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 250.0-300.0
3257,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
2364,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
1812,0,moderate,0,House,Private room,1.0,2.0,1.0,1.0,100.0,region 50.0-100.0
3697,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
2888,0,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,100.0,region 0.0-50.0
6071,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 200.0-250.0
3911,0,strict_14_with_grace_period,0,Townhouse,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 200.0-250.0
2245,0,moderate,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,97.0,region 150.0-200.0
2228,1,moderate,0,Apartment,Entire home/apt,8.0,2.0,3.0,5.0,100.0,Others
1369,1,flexible,1,Condominium,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
864,0,moderate,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,97.0,region 150.0-200.0
5941,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,100.0,region 100.0-150.0
4586,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
3472,1,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
4817,0,flexible,0,House,Entire home/apt,10.0,1.0,4.0,5.0,100.0,Others
4214,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
4820,0,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,93.0,region 100.0-150.0
3284,0,flexible,1,Boutique hotel,Private room,2.0,1.0,1.0,1.0,86.0,region 100.0-150.0
5333,0,moderate,1,Apartment,Private room,1.0,1.0,1.0,1.0,82.0,region 50.0-100.0
1059,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,1.0,2.0,100.0,region 250.0-300.0
3917,0,moderate,0,House,Entire home/apt,2.0,1.0,1.0,1.0,90.0,region 50.0-100.0
2180,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
486,1,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
2168,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,96.0,region 100.0-150.0
2751,0,strict_14_with_grace_period,1,House,Entire home/apt,8.0,3.0,4.0,4.0,100.0,Others
5819,0,strict_14_with_grace_period,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
2729,1,flexible,0,Townhouse,Entire home/apt,6.0,3.0,4.0,3.0,98.0,Others
3223,1,moderate,1,House,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 350.0-400.0
4519,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 100.0-150.0
5399,1,moderate,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,Others
5749,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 150.0-200.0
3971,0,moderate,1,Apartment,Private room,3.0,1.0,1.0,1.0,97.0,region 100.0-150.0
6008,0,strict_14_with_grace_period,1,Others,Private room,4.0,1.0,1.0,1.0,98.0,region 450.0-500.0
6307,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1465,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
1194,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 150.0-200.0
6510,0,flexible,1,Apartment,Private room,4.0,2.0,2.0,2.0,91.0,region 100.0-150.0
6971,0,flexible,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
2873,0,moderate,0,House,Private room,2.0,1.0,2.0,2.0,99.0,region 100.0-150.0
3559,0,moderate,1,House,Entire home/apt,4.0,1.0,2.0,2.0,99.0,region 200.0-250.0
1084,0,strict_14_with_grace_period,0,House,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 200.0-250.0
6856,0,super_strict_30,1,Townhouse,Entire home/apt,5.0,3.0,3.0,3.0,98.0,region 400.0-450.0
2533,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,4.0,100.0,Others
6933,0,flexible,0,House,Private room,2.0,2.0,1.0,2.0,98.0,region 50.0-100.0
5713,0,moderate,0,Guest suite,Entire home/apt,6.0,1.0,1.0,1.0,95.0,region 150.0-200.0
536,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5355,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1820,0,strict_14_with_grace_period,0,House,Private room,4.0,1.0,1.0,2.0,98.0,region 150.0-200.0
4473,0,super_strict_30,1,House,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
5775,0,strict_14_with_grace_period,0,Others,Entire home/apt,4.0,1.0,1.0,2.0,80.0,region 200.0-250.0
5795,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,80.0,region 50.0-100.0
2646,0,flexible,1,House,Entire home/apt,5.0,1.0,2.0,2.0,100.0,region 150.0-200.0
3609,0,strict_14_with_grace_period,0,Others,Private room,1.0,1.0,0.0,1.0,100.0,region 100.0-150.0
6785,0,flexible,1,Apartment,Private room,1.0,2.0,0.0,1.0,98.0,region 50.0-100.0
4150,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
1362,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
5916,1,moderate,1,House,Private room,4.0,1.0,2.0,2.0,97.0,region 150.0-200.0
4143,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
1787,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,4.0,4.0,4.0,100.0,Others
5169,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
4380,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,83.0,region 0.0-50.0
6028,0,flexible,1,House,Private room,1.0,1.0,1.0,1.0,40.0,region 0.0-50.0
5152,1,moderate,1,House,Entire home/apt,8.0,2.0,3.0,5.0,98.0,Others
3008,1,moderate,0,Guest suite,Entire home/apt,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1683,0,strict_14_with_grace_period,0,Boutique hotel,Private room,6.0,1.0,2.0,3.0,98.0,Others
3228,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,0.0,100.0,region 150.0-200.0
2403,0,flexible,1,Serviced apartment,Entire home/apt,3.0,1.0,1.0,1.0,93.0,region 150.0-200.0
5975,0,flexible,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 250.0-300.0
891,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
1462,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,89.0,region 150.0-200.0
1506,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,92.0,region 150.0-200.0
2164,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,2.0,3.0,98.0,region 250.0-300.0
1487,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,98.0,region 300.0-350.0
6380,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3981,0,strict_14_with_grace_period,0,Others,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
431,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,98.0,Others
2900,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
1098,1,flexible,1,Townhouse,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
2513,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,70.0,region 100.0-150.0
1809,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,95.0,region 200.0-250.0
4457,1,flexible,1,House,Private room,3.0,1.0,1.0,1.0,100.0,region 50.0-100.0
1223,1,flexible,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5505,0,moderate,0,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,100.0,region 150.0-200.0
4451,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
2486,0,moderate,0,Guest suite,Entire home/apt,3.0,1.0,0.0,1.0,97.0,region 150.0-200.0
4119,1,strict_14_with_grace_period,1,Apartment,Private room,4.0,1.0,1.0,2.0,97.0,region 100.0-150.0
6666,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,8.0,1.0,4.0,4.0,98.0,Others
4903,0,flexible,0,House,Entire home/apt,6.0,1.0,3.0,4.0,98.0,region 300.0-350.0
2882,1,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
268,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,2.0,91.0,region 50.0-100.0
157,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,84.0,region 0.0-50.0
6489,1,flexible,0,House,Private room,4.0,1.0,0.0,2.0,98.0,region 50.0-100.0
5512,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4854,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
2395,1,strict_14_with_grace_period,0,House,Entire home/apt,5.0,1.0,2.0,3.0,100.0,region 300.0-350.0
3276,0,moderate,1,House,Shared room,4.0,2.0,1.0,4.0,96.0,region 0.0-50.0
4045,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,80.0,region 50.0-100.0
5457,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
880,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
602,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
717,1,moderate,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5688,1,moderate,0,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,100.0,region 150.0-200.0
2949,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,88.0,region 100.0-150.0
2336,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 150.0-200.0
2467,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,90.0,region 0.0-50.0
1568,1,moderate,0,Condominium,Entire home/apt,6.0,2.0,3.0,4.0,100.0,region 350.0-400.0
98,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,96.0,region 100.0-150.0
1537,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,84.0,region 50.0-100.0
5278,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6056,1,strict_14_with_grace_period,1,Others,Shared room,1.0,1.0,1.0,1.0,95.0,region 0.0-50.0
1157,1,moderate,0,Apartment,Private room,2.0,2.0,1.0,1.0,96.0,region 100.0-150.0
2128,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,90.0,region 100.0-150.0
7086,1,moderate,1,House,Private room,3.0,2.0,1.0,2.0,98.0,region 50.0-100.0
6479,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 350.0-400.0
6884,0,strict_14_with_grace_period,1,House,Entire home/apt,7.0,1.0,4.0,5.0,98.0,region 450.0-500.0
5405,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
2155,0,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,99.0,region 100.0-150.0
6115,0,moderate,0,House,Entire home/apt,8.0,1.0,3.0,5.0,95.0,region 250.0-300.0
5823,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
7104,0,moderate,0,House,Entire home/apt,6.0,1.0,1.0,3.0,98.0,region 150.0-200.0
6017,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
2410,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
2239,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5668,1,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
2817,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,93.0,region 150.0-200.0
564,0,strict_14_with_grace_period,0,House,Private room,2.0,3.0,1.0,1.0,91.0,region 0.0-50.0
590,0,strict_14_with_grace_period,0,Others,Entire home/apt,4.0,2.0,2.0,2.0,98.0,Others
48,1,strict_14_with_grace_period,1,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5237,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,60.0,region 50.0-100.0
3561,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,3.0,4.0,98.0,region 350.0-400.0
4571,1,strict_14_with_grace_period,0,Serviced apartment,Entire home/apt,6.0,1.0,3.0,3.0,98.0,region 200.0-250.0
2869,0,moderate,1,House,Private room,5.0,1.0,1.0,3.0,83.0,region 50.0-100.0
4456,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,80.0,region 150.0-200.0
5090,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 200.0-250.0
6400,1,strict_14_with_grace_period,0,Boutique hotel,Entire home/apt,2.0,1.0,0.0,1.0,91.0,region 100.0-150.0
3963,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
5272,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
2097,1,flexible,0,House,Private room,2.0,0.0,1.0,1.0,98.0,region 100.0-150.0
1338,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
3058,1,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,97.0,region 100.0-150.0
2267,0,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5709,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 350.0-400.0
7107,1,moderate,1,House,Entire home/apt,6.0,1.0,3.0,3.0,98.0,region 350.0-400.0
533,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
3715,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
4046,0,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
4157,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,87.0,region 0.0-50.0
1165,1,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,96.0,Others
6892,0,strict_14_with_grace_period,1,House,Shared room,4.0,2.0,1.0,4.0,98.0,region 0.0-50.0
4597,0,moderate,1,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
517,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,Others
2319,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 200.0-250.0
3140,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 450.0-500.0
6130,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 0.0-50.0
5283,0,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,91.0,region 300.0-350.0
4464,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 200.0-250.0
5445,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,1.0,1.0,1.0,1.0,90.0,region 100.0-150.0
4060,1,flexible,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,96.0,region 400.0-450.0
2818,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,95.0,region 100.0-150.0
5757,1,moderate,0,Townhouse,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
3603,0,moderate,0,Guest suite,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
4546,0,strict_14_with_grace_period,1,Others,Entire home/apt,4.0,1.0,1.0,1.0,98.0,Others
3531,1,moderate,1,Others,Private room,2.0,5.0,1.0,1.0,95.0,region 100.0-150.0
6441,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
647,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,91.0,region 50.0-100.0
340,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,2.0,1.0,1.0,98.0,region 100.0-150.0
2581,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,1.0,98.0,region 100.0-150.0
845,0,moderate,0,House,Entire home/apt,8.0,3.0,3.0,4.0,93.0,region 350.0-400.0
3183,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,1.0,2.0,98.0,region 200.0-250.0
5894,0,moderate,1,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 150.0-200.0
2880,0,moderate,1,House,Private room,6.0,2.0,1.0,3.0,94.0,region 100.0-150.0
5163,0,flexible,1,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4692,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5098,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,7.0,2.0,3.0,4.0,90.0,region 200.0-250.0
7090,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,Others
3270,1,strict_14_with_grace_period,1,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 250.0-300.0
3853,0,flexible,0,Townhouse,Shared room,1.0,3.0,1.0,1.0,98.0,region 0.0-50.0
1975,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,80.0,region 100.0-150.0
3436,0,flexible,0,House,Private room,4.0,1.0,1.0,2.0,93.0,region 100.0-150.0
5753,0,strict_14_with_grace_period,0,Townhouse,Private room,3.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3501,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,80.0,region 50.0-100.0
38,0,flexible,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 150.0-200.0
3940,0,flexible,1,House,Private room,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
3924,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,2.0,99.0,region 150.0-200.0
