,price
3384,355.0
440,120.0
983,139.0
1880,92.0
3448,128.0
205,75.0
6977,47.0
3360,175.0
2104,129.0
3756,199.0
1408,38.0
4596,200.0
6959,199.0
6157,175.0
531,250.0
3722,145.0
4837,500.0
6737,300.0
979,149.0
5430,149.0
589,70.0
2285,130.0
1904,145.0
1450,195.0
1173,120.0
605,120.0
1785,1000.0
175,92.0
6740,172.0
5309,200.0
5879,100.0
1480,83.0
6296,164.0
3482,32.0
412,150.0
1390,140.0
1341,250.0
7088,1000.0
2077,425.0
3743,102.0
6470,200.0
3630,140.0
6974,240.0
3371,275.0
78,85.0
2907,39.0
4188,90.0
4444,61.0
3824,188.0
6531,90.0
264,500.0
4979,350.0
4394,70.0
1598,139.0
2322,107.0
4360,72.0
6882,100.0
6415,50.0
5719,215.0
6631,150.0
1178,53.0
6193,175.0
2070,165.0
5658,1200.0
3786,175.0
6632,164.0
4977,115.0
2386,275.0
5526,200.0
5378,113.0
2275,160.0
6129,100.0
1340,140.0
6251,150.0
5484,275.0
6931,138.0
5776,100.0
3237,500.0
2640,250.0
4220,179.0
5644,85.0
6174,1200.0
10,194.0
5724,160.0
438,115.0
1366,40.0
971,88.0
4806,90.0
2460,300.0
1482,200.0
7083,225.0
669,89.0
2914,100.0
5288,75.0
2893,46.0
4221,86.0
2305,340.0
6736,699.0
6840,100.0
1926,700.0
1337,140.0
3587,225.0
6107,100.0
3076,97.0
5155,123.0
4294,400.0
628,53.0
409,110.0
6822,278.0
5836,75.0
5759,60.0
1198,250.0
2636,85.0
3667,125.0
2679,145.0
1201,217.0
5395,283.0
5330,250.0
4109,85.0
760,150.0
3106,99.0
5940,250.0
3610,83.0
4752,425.0
4078,119.0
4632,82.0
5063,400.0
6634,115.0
5761,109.0
5758,60.0
1600,150.0
2211,135.0
5231,45.0
3416,375.0
1593,300.0
1458,301.0
4578,80.0
5340,45.0
6431,232.0
2178,251.0
3111,199.0
2281,90.0
693,159.0
5088,300.0
6169,199.0
6216,150.0
6428,228.0
5635,125.0
1578,178.0
2060,90.0
5567,450.0
6802,60.0
4657,249.0
2984,105.0
6352,160.0
2351,1500.0
5696,575.0
2613,199.0
5629,95.0
3930,164.0
3716,200.0
3063,80.0
6002,70.0
4907,700.0
1370,280.0
4249,170.0
5424,197.0
6936,129.0
42,108.0
1240,99.0
1418,110.0
878,99.0
6045,349.0
6783,109.0
1483,38.0
3779,169.0
2471,160.0
4455,523.0
55,175.0
879,165.0
1318,155.0
2633,165.0
4122,240.0
4776,79.0
1238,119.0
1513,160.0
135,102.0
5630,125.0
2258,65.0
2828,99.0
5473,216.0
6864,125.0
6199,91.0
5096,139.0
1862,120.0
3928,150.0
6360,150.0
3231,70.0
5160,8000.0
3956,445.0
4492,120.0
1498,325.0
4149,160.0
6389,55.0
6928,57.0
2941,123.0
178,78.0
2788,80.0
4603,67.0
7115,57.0
3212,200.0
300,89.0
5648,426.0
3275,88.0
1663,100.0
6905,140.0
1001,89.0
3261,499.0
4174,125.0
3590,149.0
5091,279.0
4822,169.0
228,300.0
818,155.0
5493,99.0
988,280.0
29,195.0
1657,99.0
561,115.0
3464,165.0
6946,250.0
225,210.0
4101,265.0
5323,90.0
4089,200.0
4540,425.0
3443,150.0
4128,73.0
3010,129.0
5061,150.0
5777,62.0
4989,215.0
668,130.0
2943,225.0
6306,170.0
3006,185.0
5454,115.0
5502,365.0
6587,28.0
3539,40.0
5492,149.0
151,149.0
1802,219.0
4318,250.0
6493,51.0
702,500.0
5762,276.0
7092,189.0
1444,59.0
2950,78.0
3517,95.0
854,157.0
1832,179.0
2881,225.0
3294,40.0
5682,450.0
6561,55.0
5621,155.0
4209,350.0
6192,104.0
2337,140.0
5196,135.0
206,89.0
5497,200.0
1147,225.0
5917,79.0
3136,495.0
5506,270.0
3297,250.0
3238,133.0
4985,172.0
7112,670.0
4995,79.0
4928,300.0
1245,300.0
4084,95.0
3852,57.0
2731,100.0
6195,292.0
3333,241.0
2665,90.0
5337,350.0
1982,200.0
869,80.0
1659,200.0
3233,199.0
4769,79.0
3050,349.0
6572,110.0
2677,105.0
5470,120.0
3397,107.0
5772,72.0
3078,92.0
3985,140.0
1138,450.0
2694,450.0
4235,264.0
4585,92.0
5009,250.0
5711,152.0
5767,325.0
6309,200.0
5994,56.0
7058,100.0
4908,199.0
4310,75.0
6039,105.0
6585,50.0
3369,185.0
2179,299.0
4410,140.0
2186,100.0
2639,69.0
6877,165.0
416,500.0
5125,50.0
2086,150.0
4054,129.0
3986,275.0
6197,120.0
2754,255.0
136,1200.0
4842,150.0
1474,124.0
1122,900.0
4889,75.0
4131,45.0
25,95.0
657,130.0
3942,80.0
5498,200.0
449,400.0
3432,100.0
3296,50.0
3124,160.0
1401,299.0
3282,160.0
1258,225.0
6446,215.0
4847,235.0
1270,99.0
7091,189.0
1449,38.0
6517,50.0
1052,200.0
2825,275.0
2437,155.0
3990,130.0
4340,180.0
6247,149.0
276,169.0
2441,900.0
2158,279.0
588,80.0
2207,200.0
970,175.0
6043,90.0
4850,650.0
3184,449.0
2708,99.0
4240,100.0
6483,220.0
6473,344.0
3334,195.0
1759,295.0
2181,445.0
3757,76.0
5419,300.0
4263,305.0
2272,499.0
3825,449.0
927,350.0
3226,59.0
3068,88.0
7100,195.0
24,155.0
4902,75.0
7013,40.0
443,250.0
5875,176.0
4246,250.0
6887,50.0
2142,33.0
754,148.0
2265,168.0
6525,198.0
1047,333.0
780,150.0
900,69.0
3035,3250.0
4960,265.0
1952,320.0
6436,260.0
2760,129.0
1197,99.0
100,43.0
1049,165.0
1627,79.0
6937,159.0
2831,188.0
3800,109.0
2443,110.0
1271,165.0
5854,108.0
6752,249.0
2748,121.0
5474,70.0
766,350.0
4846,195.0
5058,80.0
1889,400.0
3660,1080.0
3060,480.0
6386,549.0
168,136.0
73,99.0
2653,225.0
7113,48.0
2985,97.0
1883,250.0
4044,200.0
2166,310.0
5234,177.0
2568,150.0
992,113.0
6149,85.0
5595,199.0
6398,66.0
3216,150.0
1905,148.0
5189,600.0
3086,94.0
1384,120.0
6527,120.0
3441,250.0
1738,114.0
6709,165.0
1503,225.0
2564,230.0
1631,79.0
3724,78.0
2102,159.0
6611,170.0
266,549.0
1033,85.0
5925,75.0
2631,550.0
3586,69.0
2585,140.0
1844,79.0
7046,216.0
6203,85.0
6699,250.0
2214,275.0
144,395.0
4427,39.0
3959,299.0
6069,70.0
4343,175.0
4469,140.0
4476,175.0
2547,800.0
320,115.0
6335,150.0
4732,55.0
1587,135.0
5427,230.0
1584,199.0
3573,227.0
3699,115.0
2282,275.0
5310,200.0
4526,355.0
1010,295.0
3913,121.0
3024,60.0
3996,140.0
191,250.0
4783,189.0
1175,146.0
4531,80.0
4992,147.0
1690,173.0
6038,125.0
1280,189.0
5995,99.0
3350,170.0
5282,115.0
5112,129.0
2232,115.0
687,389.0
5661,145.0
638,99.0
569,65.0
3654,190.0
933,90.0
5503,120.0
1169,75.0
1360,150.0
4629,75.0
3287,225.0
3462,135.0
6610,150.0
1822,125.0
6413,171.0
2790,120.0
196,135.0
6577,142.0
5898,1000.0
4591,135.0
6735,59.0
5032,145.0
3089,220.0
3785,132.0
5075,76.0
2428,320.0
2075,99.0
5397,283.0
5909,65.0
5751,85.0
4491,339.0
6464,289.0
1705,99.0
147,115.0
797,141.0
1750,700.0
623,300.0
2286,134.0
4067,40.0
2028,2250.0
5105,249.0
5614,150.0
5006,249.0
5718,215.0
4991,164.0
1473,250.0
722,170.0
1361,160.0
106,40.0
4446,80.0
5643,250.0
4746,300.0
4485,225.0
3052,350.0
1472,250.0
1117,125.0
554,79.0
299,170.0
170,30.0
3326,99.0
3803,134.0
3674,175.0
1276,170.0
2354,99.0
3619,167.0
415,240.0
6594,55.0
4860,243.0
4524,90.0
4282,121.0
3053,199.0
3923,130.0
1839,38.0
2956,62.0
6010,200.0
2317,285.0
2915,117.0
5985,225.0
630,225.0
5046,280.0
162,75.0
413,67.0
1073,80.0
6239,159.0
6242,80.0
2017,129.0
5126,50.0
876,169.0
817,115.0
4918,169.0
2255,120.0
2734,219.0
872,135.0
4341,110.0
3683,100.0
229,190.0
906,85.0
2056,259.0
896,550.0
6331,147.0
5321,200.0
5849,145.0
6225,325.0
3871,165.0
2153,179.0
791,225.0
6333,150.0
1910,400.0
1327,139.0
2308,300.0
6288,164.0
2876,199.0
5747,211.0
698,129.0
6586,189.0
3083,65.0
3080,175.0
4986,159.0
6738,57.0
1717,185.0
2579,199.0
894,160.0
3020,90.0
3541,110.0
5247,138.0
5542,78.0
4153,50.0
1979,185.0
6018,100.0
1057,126.0
3309,82.0
3518,77.0
2330,195.0
3658,62.0
6506,127.0
6387,65.0
92,109.0
1234,595.0
6481,105.0
1013,219.0
5796,120.0
3863,128.0
947,99.0
1793,150.0
5205,140.0
190,989.0
6183,555.0
1531,80.0
6092,120.0
2682,181.0
6050,225.0
2812,109.0
3894,149.0
3588,130.0
4819,95.0
3176,135.0
2111,110.0
6377,177.0
4772,155.0
105,83.0
3413,186.0
2801,65.0
5817,1000.0
1963,85.0
4998,179.0
2301,85.0
5528,250.0
6566,50.0
774,185.0
1232,175.0
858,750.0
5524,90.0
6125,150.0
6223,60.0
5085,300.0
3154,400.0
4593,110.0
7072,199.0
5703,270.0
3430,140.0
6231,75.0
6085,110.0
4160,799.0
6749,199.0
5910,85.0
4370,135.0
725,88.0
1679,300.0
6692,120.0
5245,150.0
2201,358.0
6757,99.0
3943,165.0
1363,160.0
410,395.0
830,170.0
3781,75.0
912,100.0
6661,100.0
2092,144.0
390,500.0
6364,194.0
6284,147.0
5469,225.0
6501,222.0
4818,75.0
4357,60.0
4994,225.0
2243,750.0
6259,147.0
3123,80.0
3121,32.0
3957,275.0
718,157.0
3452,149.0
2440,199.0
3256,600.0
6163,37.0
6502,79.0
3108,60.0
3411,129.0
6994,90.0
3048,109.0
5031,90.0
6898,42.0
420,180.0
2197,82.0
4105,995.0
3877,40.0
3912,275.0
3117,80.0
1937,450.0
1119,59.0
4115,695.0
534,550.0
548,495.0
5680,290.0
298,70.0
3362,195.0
3729,85.0
2170,189.0
1385,1250.0
3207,194.0
3135,740.0
3899,109.0
6853,90.0
6980,85.0
6913,79.0
5771,1050.0
5487,36.0
4184,175.0
3158,114.0
5739,345.0
97,270.0
2099,119.0
6492,210.0
4605,89.0
2259,300.0
4799,79.0
1969,129.0
2794,143.0
1045,125.0
5602,235.0
939,120.0
5525,250.0
5904,78.0
6007,65.0
7070,49.0
607,41.0
7005,19.0
2526,148.0
2539,149.0
6985,139.0
1070,206.0
6508,69.0
296,190.0
49,85.0
5607,300.0
224,160.0
1774,270.0
1243,39.0
3279,130.0
1921,200.0
850,94.0
5881,128.0
6791,175.0
1225,325.0
4658,89.0
6766,245.0
2852,98.0
4700,525.0
3317,219.0
442,225.0
2472,100.0
5694,295.0
5120,149.0
2587,239.0
2815,80.0
6906,650.0
2916,199.0
6833,129.0
187,99.0
4502,110.0
5268,200.0
2799,160.0
3903,150.0
4075,166.0
7095,75.0
461,45.0
4766,79.0
6799,250.0
6929,66.0
3131,66.0
6053,50.0
714,165.0
5446,110.0
4520,100.0
6187,60.0
6805,122.0
635,57.0
4085,260.0
4624,130.0
2266,140.0
4040,156.0
4042,65.0
1765,150.0
6964,193.0
2347,106.0
5014,125.0
2903,199.0
5594,150.0
609,150.0
485,125.0
5574,125.0
1085,109.0
2129,89.0
5800,500.0
4420,81.0
3538,84.0
3128,69.0
19,110.0
6598,206.0
4934,150.0
6117,180.0
6902,38.0
1673,499.0
5436,250.0
6178,245.0
2856,95.0
1790,195.0
5708,650.0
7048,164.0
5618,150.0
4896,75.0
5675,355.0
96,95.0
3155,119.0
2494,220.0
4570,143.0
5884,450.0
366,400.0
5993,241.0
1721,91.0
3657,169.0
1909,114.0
6650,250.0
4856,47.0
918,120.0
1425,60.0
2807,55.0
4488,89.0
3565,98.0
5865,140.0
4602,90.0
4530,250.0
6792,100.0
2990,110.0
6143,155.0
5927,199.0
5681,162.0
3391,299.0
7129,50.0
4228,179.0
3122,151.0
3310,123.0
1588,128.0
3664,348.0
2498,288.0
31,110.0
6265,150.0
3283,80.0
1375,130.0
1326,123.0
3780,189.0
5208,225.0
1349,115.0
255,185.0
4988,130.0
3642,250.0
3622,180.0
6503,140.0
4147,216.0
4971,89.0
5034,150.0
6916,229.0
5222,137.0
5315,80.0
2727,187.0
6949,182.0
3700,122.0
124,125.0
6548,200.0
2778,214.0
2879,329.0
5167,395.0
2773,155.0
2635,330.0
6751,136.0
433,185.0
4770,79.0
3335,60.0
6504,127.0
1099,239.0
2514,120.0
6443,196.0
3606,170.0
5704,215.0
6637,63.0
2575,170.0
